"","participant","Query","NumTrials","accuracy","AccPass","SpecificityPass","AccCumul","SpecificityCumul","KnowerLevel"
"1","KULeuven_mn046",1,3,1,1,1,1,1,"2-knower"
"2","KULeuven_mn046",2,3,1,1,1,1,1,"2-knower"
"3","KULeuven_mn046",3,3,1,1,0,1,0,"2-knower"
"4","KULeuven_mn046",4,3,0,0,1,0,0,"2-knower"
"5","KULeuven_mn046",5,3,0,0,1,0,0,"2-knower"
"6","KULeuven_mn046",6,3,0,0,1,0,0,"2-knower"
"7","KULeuven_mn046",8,3,0,0,1,0,0,"2-knower"
"8","KULeuven_mn046",10,3,0,0,1,0,0,"2-knower"
