"","participant","Query","NumTrials","accuracy","AccPass","SpecificityPass","AccCumul","SpecificityCumul","KnowerLevel"
"1","KULeuven_mn014",1,3,1,1,1,1,1,"1-knower"
"2","KULeuven_mn014",2,3,1,1,0,1,0,"1-knower"
"3","KULeuven_mn014",3,3,0,0,0,0,0,"1-knower"
"4","KULeuven_mn014",4,3,0,0,1,0,0,"1-knower"
"5","KULeuven_mn014",5,3,0,0,1,0,0,"1-knower"
"6","KULeuven_mn014",6,3,0,0,1,0,0,"1-knower"
"7","KULeuven_mn014",8,3,0,0,1,0,0,"1-knower"
"8","KULeuven_mn014",10,3,0,0,1,0,0,"1-knower"
