"","participant","Query","NumTrials","accuracy","AccPass","SpecificityPass","AccCumul","SpecificityCumul","KnowerLevel"
"1","KULeuven_mn074",1,3,0.333333333333333,0,1,0,1,"pre-knower"
"2","KULeuven_mn074",2,3,0.666666666666667,1,1,0,1,"pre-knower"
"3","KULeuven_mn074",3,3,0,0,1,0,1,"pre-knower"
"4","KULeuven_mn074",4,3,0.333333333333333,0,0,0,0,"pre-knower"
"5","KULeuven_mn074",5,3,0.333333333333333,0,0,0,0,"pre-knower"
"6","KULeuven_mn074",6,3,0,0,1,0,0,"pre-knower"
"7","KULeuven_mn074",8,3,0.333333333333333,0,1,0,0,"pre-knower"
"8","KULeuven_mn074",10,3,0,0,1,0,0,"pre-knower"
