"","participant","Query","NumTrials","accuracy","AccPass","SpecificityPass","AccCumul","SpecificityCumul","KnowerLevel"
"1","KULeuven_mn070",1,3,0.666666666666667,1,1,1,1,"1-knower"
"2","KULeuven_mn070",2,3,1,1,0,1,0,"1-knower"
"3","KULeuven_mn070",3,3,0,0,1,0,0,"1-knower"
"4","KULeuven_mn070",4,3,0,0,1,0,0,"1-knower"
"5","KULeuven_mn070",5,3,0,0,1,0,0,"1-knower"
"6","KULeuven_mn070",6,3,0,0,1,0,0,"1-knower"
"7","KULeuven_mn070",8,3,0,0,1,0,0,"1-knower"
"8","KULeuven_mn070",10,3,0,0,1,0,0,"1-knower"
