"","Dem_qualtrics_id","Dem_CountryName","Dem_siteid","Dem_participant","Dem_Age","Dem_DOB","Dem_DOT","Dem_Gender","Dem_Early","Dem_Early_1_TEXT","Dem_Language","Dem_Multilingual","Dem_Multilingual_1_TEXT","Dem_House","Dem_Childcare","Dem_Parent1Gender","Dem_Parent2Gender","Dem_MoreParent","Dem_DAYCARE","Dem_DAYCARE_1_TEXT","Dem_DAYCARE_2_TEXT","Dem_DAYCARE_3_TEXT","Dem_EDUCATION1","Dem_EDUCATION2","Dem_DOFT","Dem_Disability","Dem_Disability_2_TEXT","Dem_Race","Dem_Race_8_TEXT","Dem_Income","Dem_DAYCARE_4_TEXT","Dem_DAYCARE_5_TEXT"
"271","R_8RWajJeaRSVaC44","Belgium","KULeuven","mn049",4.12602739726027,"03-21-2021","03-30-2025","man","No, born full term","","Nederlands","No","","4","Yes","man","vrouw","Parent 2","Kinderopvang (totaal aantal maanden tot nu toe:_____)","30","","","Doctoraat","Bachelor","05-06-2025",NA,NA,NA,NA,NA,NA,NA
