"participant","DayOfBirth","MonthOfBirth","YearOfBirth","age_years","age_months","AgeGroup","SiteID","Language","RemoveDOB","date","expName","psychopyVersion","item","clicks","objects","target_pos","probe_obj","probe_p1","probe_p2","probe_p3","probe_p4","test_p1","test_p2","test_p3","test_p4","test_p5","test_p6","test_p7","corr_p1","corr_p2","corr_p3","corr_p4","corr_p5","corr_p6","corr_p7","P1T_rectangle","P2T_rectangle","P3T_rectangle","P4T_rectangle","P5T_rectangle","P6T_rectangle","P7T_rectangle","presented","start","end","rt","accuracy","version","monitor_size","window_size","totaltime_exp","filename"
"mn053",2,10,2021,3,7,"3 or younger","KULeuven","Dutch","no","2025-05-14_09h20.26.549","manynumbers_ams_visualmemory_v2025.0301B","2022.2.5","sample1",1,NA,NA,NA,"colored PNG/PICTURE_203.png","None","None","None","None","colored PNG/PICTURE_203.png","colored PNG/PICTURE_508.png","None","None","None",NA,1,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,1,521.298103499925,531.078842699993,9.78073920006864,1,"local","[1024, 768]","[1920 1080]",NA,"mn053"
"mn053",2,10,2021,3,7,"3 or younger","KULeuven","Dutch","no","2025-05-14_09h20.26.549","manynumbers_ams_visualmemory_v2025.0301B","2022.2.5","item01",1,2,"test_p3","p3","colored PNG/PICTURE_78.png",NA,NA,NA,"blank.png","colored PNG/PICTURE_353.png","colored PNG/PICTURE_78.png","blank.png","blank.png","blank.png","blank.png",0,0,1,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1,540.208269299939,546.416226000059,6.20795670012012,1,"local","[1024, 768]","[1920 1080]",NA,"mn053"
"mn053",2,10,2021,3,7,"3 or younger","KULeuven","Dutch","no","2025-05-14_09h20.26.549","manynumbers_ams_visualmemory_v2025.0301B","2022.2.5","item02",1,2,"test_p2","p2","colored PNG/PICTURE_423.png",NA,NA,NA,"blank.png","colored PNG/PICTURE_423.png","colored PNG/PICTURE_695.png","blank.png","blank.png","blank.png","blank.png",0,1,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,1,557.001839299919,569.894815800013,12.8929765000939,1,"local","[1024, 768]","[1920 1080]",NA,"mn053"
"mn053",2,10,2021,3,7,"3 or younger","KULeuven","Dutch","no","2025-05-14_09h20.26.549","manynumbers_ams_visualmemory_v2025.0301B","2022.2.5","item03",1,2,"test_p3","p3","colored PNG/PICTURE_264.png",NA,NA,NA,"blank.png","colored PNG/PICTURE_285.png","colored PNG/PICTURE_264.png","blank.png","blank.png","blank.png","blank.png",0,0,1,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1,574.329975500004,578.362880700035,4.03290520003065,1,"local","[1024, 768]","[1920 1080]",NA,"mn053"
"mn053",2,10,2021,3,7,"3 or younger","KULeuven","Dutch","no","2025-05-14_09h20.26.549","manynumbers_ams_visualmemory_v2025.0301B","2022.2.5","item04",1,3,"test_p4","p4","colored PNG/PICTURE_423.png",NA,NA,NA,"colored PNG/PICTURE_78.png","blank.png","blank.png","colored PNG/PICTURE_423.png","colored PNG/PICTURE_353.png","blank.png","blank.png",0,0,0,1,0,0,0,NA,NA,NA,1,NA,NA,NA,1,583.57676830003,593.250814999919,9.674046699889,1,"local","[1024, 768]","[1920 1080]",NA,"mn053"
"mn053",2,10,2021,3,7,"3 or younger","KULeuven","Dutch","no","2025-05-14_09h20.26.549","manynumbers_ams_visualmemory_v2025.0301B","2022.2.5","item05",1,3,"test_p5","p5","colored PNG/PICTURE_695.png",NA,NA,NA,"colored PNG/PICTURE_285.png","blank.png","blank.png","colored PNG/PICTURE_78.png","colored PNG/PICTURE_695.png","blank.png","blank.png",0,0,0,0,1,0,0,NA,NA,NA,NA,1,NA,NA,1,597.738670999883,602.966067099944,5.22739610006101,1,"local","[1024, 768]","[1920 1080]",NA,"mn053"
"mn053",2,10,2021,3,7,"3 or younger","KULeuven","Dutch","no","2025-05-14_09h20.26.549","manynumbers_ams_visualmemory_v2025.0301B","2022.2.5","item06",1,3,"test_p1","p1","colored PNG/PICTURE_353.png",NA,NA,NA,"colored PNG/PICTURE_264.png","blank.png","blank.png","colored PNG/PICTURE_353.png","colored PNG/PICTURE_423.png","blank.png","blank.png",0,0,0,1,0,0,0,NA,NA,NA,1,NA,NA,NA,1,607.168766899966,611.011862699874,3.84309579990804,1,"local","[1024, 768]","[1920 1080]",NA,"mn053"
"mn053",2,10,2021,3,7,"3 or younger","KULeuven","Dutch","no","2025-05-14_09h20.26.549","manynumbers_ams_visualmemory_v2025.0301B","2022.2.5","item07",1,4,"test_p3","p3","colored PNG/PICTURE_285.png",NA,NA,NA,"blank.png","colored PNG/PICTURE_264.png","colored PNG/PICTURE_285.png","blank.png","blank.png","colored PNG/PICTURE_353.png","colored PNG/PICTURE_695.png",0,0,1,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1,615.199286499992,622.539865500061,7.34057900006883,1,"local","[1024, 768]","[1920 1080]",NA,"mn053"
"mn053",2,10,2021,3,7,"3 or younger","KULeuven","Dutch","no","2025-05-14_09h20.26.549","manynumbers_ams_visualmemory_v2025.0301B","2022.2.5","item08",1,4,"test_p2","p2","colored PNG/PICTURE_78.png",NA,NA,NA,"blank.png","colored PNG/PICTURE_78.png","colored PNG/PICTURE_264.png","blank.png","blank.png","colored PNG/PICTURE_695.png","colored PNG/PICTURE_423.png",0,1,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,1,626.561509500025,632.191775500076,5.63026600005105,1,"local","[1024, 768]","[1920 1080]",NA,"mn053"
