"participant","date","predictors","Estimate","Std. Error","z value","Pr(>|z|)","w"
"KULeuven_mn053","2025-05-14_09h20.26.549","(Intercept)",0.119495434090679,0.186620298997157,0.640313163856305,0.521969024286169,5.91743765414466
"KULeuven_mn053","2025-05-14_09h20.26.549","log_numRatio",0.354171660533631,0.526773903393379,0.672340938402839,0.501366673198343,1.99650864250728
"KULeuven_mn053","2025-05-14_09h20.26.549","log_sizeRatio",0.0448496664341744,0.0996590709882838,0.450030950413406,0.65268812381419,15.7661547432992
"KULeuven_mn053","2025-05-14_09h20.26.549","log_spaceRatio",0.153382805915839,0.618251833212122,0.248091146157933,0.804063885862004,4.61007853497306
