"participant","date","predictors","Estimate","Std. Error","z value","Pr(>|z|)","w"
"KULeuven_mn034","2025-05-09_14h17.25.783","(Intercept)",-0.184619003615992,0.232021337544881,-0.795698385198216,0.426207365663268,-3.8300866505451
"KULeuven_mn034","2025-05-09_14h17.25.783","log_numRatio",1.02422718033388,0.677366493227726,1.51207240182981,0.130515444816458,0.690380801021158
"KULeuven_mn034","2025-05-09_14h17.25.783","log_sizeRatio",-0.0426075611088765,0.193139803400662,-0.220604765867389,0.825400189859605,-16.5958051290393
"KULeuven_mn034","2025-05-09_14h17.25.783","log_spaceRatio",-0.30011520610676,0.761609755889284,-0.394053783825726,0.69354133122869,-2.35611780675655
