"","Dem_qualtrics_id","Dem_CountryName","Dem_siteid","Dem_participant","Dem_Age","Dem_DOB","Dem_DOT","Dem_Gender","Dem_Early","Dem_Early_1_TEXT","Dem_Language","Dem_Multilingual","Dem_Multilingual_1_TEXT","Dem_House","Dem_Childcare","Dem_Parent1Gender","Dem_Parent2Gender","Dem_MoreParent","Dem_DAYCARE","Dem_DAYCARE_1_TEXT","Dem_DAYCARE_2_TEXT","Dem_DAYCARE_3_TEXT","Dem_EDUCATION1","Dem_EDUCATION2","Dem_DOFT","Dem_Disability","Dem_Disability_2_TEXT","Dem_Race","Dem_Race_8_TEXT","Dem_Income","Dem_DAYCARE_4_TEXT","Dem_DAYCARE_5_TEXT"
"236","R_8qrJt3wTSvNU9s1","Belgium","KULeuven","mn016",4.61369863013699,"09-17-2020","04-03-2025","female","No, born full term","","Nederlands","No","","5","Yes","male","female","Parent 2","Kinderopvang (totaal aantal maanden tot nu toe:_____),Kleuterschool (totaal aantal maanden tot nu toe:_____)","","","","Secundair onderwijs","Bachelor","04-29-2025",NA,NA,NA,NA,NA,NA,NA
